partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
Q9UBV4,Q9Y5W5,WNT16_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q9ULB5,Q9ULB5,CADH7_HUMAN,CADH7_HUMAN,user_curated,uniprot
Q9UM47,Q9Y219,NOTC3_HUMAN,JAG2_HUMAN,user_curated,PMID:22353464
Q9UMD9,integrin_a10b1_complex,COHA1_HUMAN,,user_curated,uniprot
Q9UMD9,integrin_a11b1_complex,COHA1_HUMAN,,user_curated,uniprot
Q9UMD9,integrin_a1b1_complex,COHA1_HUMAN,,user_curated,uniprot
Q9UMD9,integrin_a2b1_complex,COHA1_HUMAN,,user_curated,uniprot
Q9UNG2,Q9Y5U5,TNF18_HUMAN,TNR18_HUMAN,user_curated,uniprot
Q9Y5W5,Q9Y6F9,WNT6_HUMAN,WIF1_HUMAN,user_curated,PMID:12775774
Q9Y624,integrin_aLb2_complex,JAM1_HUMAN,,user_curated,PMID:11812992;PMID:15528364
RAreceptor_RARA,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARA,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARA,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RARA_RXRA,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARA_RXRA,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARA_RXRA,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RARB,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARB,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARB,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RARB_RXRB,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARB_RXRB,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARB_RXRB,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RARG,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARG,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARG,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RARG_RXRG,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RARG_RXRG,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RARG_RXRG,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RXRA,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RXRA,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RXRA,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RXRB,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RXRB,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RXRB,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
RAreceptor_RXRG,atRetinoicAcid_byALDH1A1,,,user_curated,uniprot;reactome
RAreceptor_RXRG,atRetinoicAcid_byALDH1A2,,,user_curated,uniprot;reactome
RAreceptor_RXRG,atRetinoicAcid_byALDH1A3,,,user_curated,uniprot;reactome
fibrinogen,integrin_a2Bb3_complex,,,user_curated,uniprot
fibrinogen,integrin_aMb2_complex,,,user_curated,uniprot
fibrinogen,integrin_aXb2_complex,,,user_curated,uniprot
